age,daily_screen_time,social_media_hours,study_hours,sleep_hours,notifications_per_day,focus_score,coffee_per_day,breaks_per_day,night_usage,distraction_score,addiction_level,productivity_score
33.0,5.831371765,3.418139336,3.129198421,7.39750903,72.99165656,91.08085791,0.640364707,2.696730177,0.0,2.091598459,1,26.34437985
35.0,6.851118939,4.796883156,0.951997514,6.848807363,247.2486617,83.80404303,0.0,2.694265068,1.0,10.0299405,2,0.0
18.0,2.596229707,2.2063714,5.93010302,6.051256544,337.3907944,98.6227024,0.081843454,3.755538496,0.0,5.830795981,0,59.97565965
16.0,10.62929241,7.77878666,3.643413412,5.026181436,281.1430452,74.95740014,4.193786879,1.989543585,1.0,8.349158972,2,8.070064062
27.0,4.839467719,1.711323507,6.620313437,4.402228543,76.31862605,100.0,4.475919322,4.0,0.0,0.698066187,0,71.0133596
37.0,9.555195726,5.001102297,7.555591553,4.739894306,203.8499223,95.72587626,2.465867733,7.062529213,1.0,4.142971875,2,44.55841083
31.0,2.605951277,1.444043852,1.175256389,6.856736315,241.0669311,100.0,0.153158159,0.0,0.0,1.853047433,0,31.88761502
27.0,4.932397379,2.856394962,0.640658082,2.479397741,165.9822073,93.56349098,3.895468792,1.09276903,0.0,5.462,0,10.72732967
19.0,3.519718246,1.789966921,1.050931535,7.253117003,62.0707511,100.0,1.430960521,3.022522303,0.0,2.777401692,0,65.04859837
26.0,8.327042298,3.620817426,5.384505872,5.727049727,47.99390302,98.20320625,3.519646147,1.753711007,1.0,4.851280118,1,36.179356595
32.0,3.847380884,0.607938286,5.052634462,9.03855909,75.59069189,100.0,0.640272414,4.0,0.0,6.957583642,0,66.32694862
38.0,5.635930675,4.980517612,6.657824733,7.500952956,65.73613286,97.00751215,2.619280819,6.168043036,0.0,2.052570286,2,37.16763848
27.0,8.378676504,5.8558834,0.974184143,9.116228383,187.2428501,92.4234351,1.151318178,2.710274312,1.0,5.082019598,2,9.243211581
18.0,3.414701411,0.219024365,1.395963861,4.522090639,206.4014519,100.0,2.681186412,2.358654452,0.0,5.462,0,8.996958155
29.0,8.546113968,6.89967046,2.517748403,4.246271047,174.0538342,97.11640508,1.697922298,4.751850378,1.0,8.404671091,2,0.0
20.0,7.0,1.676839721,4.1412097370000005,7.776187113,189.4967395,99.02637004,0.019048443,2.226553802,0.0,5.462,1,86.63344337
24.0,3.972105358,3.216650781,4.896690304,8.399155724,102.1630308,100.0,1.697750726,7.104786689,0.0,4.426544038,1,91.66511348
24.0,12.29766641,4.550316299,0.428010671,8.575834903,618.5742511194022,92.34585864,1.437797819,2.976626216,1.0,10.87472682,1,0.0
18.0,3.042301922,2.925873234,2.020188016,3.940781763,165.9822073,92.17697389,2.575321408,3.461747577,0.0,3.618530266,1,21.06500503
15.0,4.690780653,2.68948632,5.635069644,4.872656874,29.73250148,100.0,3.37590283,5.344139463,0.0,2.723142474,1,63.94404247
29.0,9.572008084,5.814026389,6.48730245,6.350917659,190.7173871,100.0,3.807941068,8.872169725,1.0,4.284519228,2,18.83305977
32.0,6.640569929,3.731838163,2.226906073,5.425533339,262.3236621,98.91232468,2.0,0.292806273,1.0,3.882346812,1,11.65647612
27.0,10.27948183,4.990903788,2.298969075,5.607552864,198.1438008,90.2714495,4.351705855,1.017348956,1.0,12.59943151,2,12.40096118
19.0,8.342608997,4.956382339,6.697506842,4.313797253,114.5928076,100.0,4.222645822,7.34606999,1.0,4.359868523,2,41.91830373
17.0,8.207163768,2.935332506,0.682434383,7.84846484,165.9822073,98.03902562,2.353344952,1.772359786,1.0,5.462,1,7.849734954
31.0,10.88737819,6.547125996,2.096574772,5.0330765,84.77916909,77.22455842,2.36303684,1.188888875,1.0,0.906808951,1,0.0
31.0,10.35593787,4.487420298,6.880126236,5.116263367,276.1240608,98.78216942,1.869074638,7.975799433,1.0,11.72621045,1,61.84820826
24.0,5.372810587,3.694839951,4.345975236,5.213741541,99.71760307,94.51985036,2.043614784,3.192319518,0.0,5.688695736,1,47.47959999
15.0,3.054326212,1.797346204,0.0,3.587169211,131.5504896,88.69327114,2.617650817,2.921608993,0.0,1.026962202,1,11.10113665
23.0,5.602773447,4.3075115,4.83631964,6.054761451,260.5156267,97.16689663,1.721119384,4.0,0.0,5.926189807,1,57.20767903
38.0,5.461226196,1.107470184,3.832834182,7.579632491,86.06051694,100.0,2.252088699,0.488903521,0.0,3.83442889,0,63.38148904
31.0,11.0116855,9.497715137,5.537771188,6.160422375,165.9822073,97.31367286,1.263855879,9.435057773,1.0,1.946869817,1,23.71413243
29.0,6.356518761,2.371744689,6.321747049,5.897511393,157.7301889,100.0,1.197832835,7.413575718,1.0,5.413853474,1,61.05291848
18.0,7.0,3.299493384,0.675185227,6.624358785,245.3113215,95.31331777,0.170244541,0.796880822,0.0,5.462,1,25.72597287
16.0,8.700185945,5.574901943,4.07559458,6.746530051,179.6347601,95.76762757,2.331809109,4.0,1.0,7.368516114,2,25.67434276
37.0,7.0,4.458135664,2.200097304,5.872781238,182.1383221,96.7923493,1.645833896,1.136917883,0.0,2.696831824,1,17.48884859
27.0,3.421354931,1.580678618,4.1412097370000005,4.611132497,140.2989919,96.06765739,2.58485172,2.290364249,0.0,1.40846466,0,50.93287153
18.0,8.901987601,6.629913399,2.913310744,6.877097667,212.472352,96.47531864,2.0,3.018777233,1.0,7.578853088,2,14.81809538
16.0,7.419623132,3.225262352,7.812139099,7.873286546,142.9035709,100.0,0.0,6.641451366,1.0,3.725098988,1,100.0
22.0,5.953919508,2.807571834,0.400662233,6.142666258,217.9197122,100.0,2.001250682,6.210634286,0.0,6.756639883,1,23.93531743
25.0,10.76513865,8.842127611,4.65563565,6.577497586,306.7451672,77.42210446,0.980656743,6.210253156,1.0,9.591478061,2,8.095218547
37.0,6.505875886,4.908961063,6.207276721,3.244343231,196.8008744,96.60542555,2.442184412,9.555994938,1.0,1.718747738,2,35.08704564
30.0,6.335158398,5.174224844,5.644585389,5.270912523,220.7834428,99.0890388,2.49372492,4.0,1.0,7.501181876,2,6.636910294
38.0,8.00053329,5.216849547,0.843626273,5.584065886,0.0,88.84575485,2.326653469,1.529102588,1.0,5.001689721,1,36.179356595
20.0,6.088960347,3.341213347,4.679747265,4.395278254,275.1879592,98.04767228,3.137139502,0.721309306,1.0,8.189062605,1,3.581173161
20.0,3.799408267,1.584802816,5.973428675,5.675452011,310.025477,96.69639029,1.312293315,3.095141071,0.0,4.167727454,0,36.179356595
36.0,8.073621427,4.84409242,6.158770149,8.018573725,298.7601993,99.14819052,0.600851938,7.944091432,1.0,7.596163056,2,56.36655995
37.0,1.918379268,1.956823149,4.999225238,5.887158171,139.3412515,97.68307667,1.29402968,4.29854047,0.0,1.03210501,0,74.10741053
38.0,9.275420274,3.771381605,4.326603269,5.341461795,140.3380492,82.18265944,3.575665397,1.242303444,1.0,4.111263662,2,1.124452534
38.0,7.583957819,2.600955535,6.722056586,7.829213999,192.8671472,98.15071146,2.0,3.81849214,1.0,8.718556568,1,73.78707443
33.0,4.824233102,1.907407962,3.206442859,7.630806085,111.4349994,100.0,2.586602088,1.301657787,0.0,3.637866421,1,49.45065381
29.0,6.337788008,2.181563545,5.483899793,6.073813192,136.823529,100.0,1.675328959,9.446812628,1.0,0.939035623,1,56.80302126
27.0,7.298772899,4.869915153,4.1412097370000005,7.004754074,234.383967,100.0,0.97474556,5.85239912,1.0,5.462,1,22.21677519
29.0,8.007573769,3.791285875,3.885940767,9.136918263,211.958979,100.0,0.0,1.028820608,1.0,2.908665736,1,45.95834385
22.0,2.817115498,2.615077058,7.715785563,9.375524414,165.9822073,100.0,0.014734577,9.109458197,0.0,5.462,1,85.53136545
16.0,6.998269571,4.913206271,4.1412097370000005,5.206245289,200.8325218,96.94902812,4.628006929,6.006934398,1.0,5.462,2,23.09634232
30.0,11.52475337,9.85565016,4.400507174,5.365854776,232.4811924,89.12916994,4.063538102,1.63850492,1.0,8.008007818,2,0.0
33.0,10.66134178,6.236517257,4.208111986,4.886049934,208.1126704,99.75056973,3.785524483,3.942756744,1.0,6.351511407,2,0.0
34.0,7.028233999,3.559073113,0.80059129,6.517502160499999,45.39250068,100.0,1.980345982,2.442315308,1.0,5.30664184,1,8.161291551
34.0,3.208839258,1.489745582,5.68221003,7.848469775,270.6383722,100.0,1.519624665,12.29157306,0.0,5.146490867,0,92.1845503
30.0,8.086450972,3.784474734,7.807287271,6.517502160499999,25.2877665,97.8980216,1.403364758,8.899610245,1.0,-1.676599032,1,87.95077496
25.0,7.182596177,5.295078267,2.10809215,5.110837454,165.9822073,100.0,4.722050818,2.452627035,1.0,5.462,2,0.175187527
28.0,2.704616564,1.657873953,2.91871181,5.329416194,231.519109,100.0,2.982625765,3.420298312,0.0,3.227417308,0,30.33940072
32.0,6.618330235,3.758068692,1.228707435,4.353655982,308.5798159,98.00887246,2.0,2.308030469,1.0,6.475790199,1,0.0
28.0,7.973346273,5.462563901,4.1412097370000005,7.602921293,100.801601,99.38044607,1.349277697,2.069536911,1.0,5.462,1,54.98629368
24.0,5.558909612,3.544025131,0.494168196,4.722572975,207.6127938,89.82231,3.515360083,2.78158138,0.0,8.902625637,1,6.840413531
18.0,13.34494616,4.263052336,4.705156188,6.517502160499999,18.7858241,100.0,0.0,7.699959597,1.0,4.795625191,1,43.52100573
22.0,8.045242553,4.348068708,3.371010961,5.225140854,208.8110659,92.36186599,2.716946913,4.0,1.0,4.682567547,1,12.63009598
30.0,4.318237309,2.665754283,7.499800526,4.482408397,21.16774165,96.07173304,2.653772245,3.991605665,0.0,-1.486908952,1,63.16135816
38.0,3.298544462,2.336612173,6.917016156,6.674166414,64.1791766,96.89498593,3.140568056,5.444887767,0.0,-0.017246818,0,99.12540643
19.0,3.431086336,3.110912858,7.001080788,6.517502160499999,213.325485,96.12266121,4.99147013,4.769501283,0.0,6.314128144,1,34.58781954
27.0,2.524179417,3.771381605,1.615286556,8.230331523,302.2384083,98.42622835,0.447293912,4.0,0.0,9.412258338,0,24.64940508
27.0,4.601706551,3.27253602,4.915247631,8.049152327,70.14171345,100.0,0.0,5.932117345,0.0,2.561071514,1,36.179356595
27.0,4.606055708,2.434951441,0.494480788,5.585766441,220.7655781,85.41664585,4.463786177,0.682467745,0.0,7.87023208,1,25.00356507
15.0,3.007631351,3.771381605,5.772474997,7.059081576,160.4136318,100.0,0.326368512,9.931414835,0.0,2.561616078,0,81.17484801
29.0,11.68808085,9.540336457,3.93220119,6.517502160499999,165.9822073,90.29235656,2.746396101,3.645593869,1.0,5.462,2,0.0
20.0,8.54993456,3.432264619,5.090411062,7.897342631,160.3985941,99.13178523,0.0,8.026880566,1.0,2.954618848,1,66.01716011
22.0,12.15985933,9.535393354,2.58969912,7.073616518,235.69491,70.94029629,2.434124612,1.040153656,1.0,10.66275373,2,2.67569995
30.0,12.05489762,4.028002393,4.134836861,7.421946982,248.604937,100.0,0.560944467,4.25302747,1.0,11.55984354,1,46.64376311
38.0,2.163817517,3.771381605,4.1412097370000005,6.327545839,60.46527236,95.88598392,1.373898098,1.906889485,0.0,5.462,0,51.33605172
29.0,4.118556908,2.800832611,0.534764419,5.167637813,63.01273102,100.0,1.9777284,4.491697308,0.0,5.534148649,1,3.482226632
19.0,9.188325116,4.569913388,4.030471467,8.873546067,1.207723331,100.0,1.140370802,3.959911625,1.0,2.639303346,1,50.03571038
29.0,10.94740578,8.368007172,7.744151528,7.267139677,117.2851343,99.93503051,0.268436217,6.672522477,1.0,5.663655987,2,36.179356595
15.0,2.971447027,1.594455006,2.008471311,6.517502160499999,158.6589915,99.37907705,2.811603412,0.028502774,0.0,3.614220355,0,40.44072699
27.0,14.31285001,6.863070071,5.102602394,4.353227382,473.8214643,86.66258144,2.082760044,4.433113702,1.0,10.8382187,1,27.54810813
38.0,2.288925017,0.475439348,5.475585211,4.284183437,303.68686,100.0,2.939688926,11.32990707,0.0,6.560864256,0,71.4846897
38.0,9.380088958,6.697536981,3.018028619,5.183123899,133.7118121,89.25575648,2.307338198,0.251469193,1.0,6.34213622,2,0.0
16.0,10.8531853,9.563305705,0.150418847,6.517502160499999,275.7710363,54.77942549,3.154935293,4.0,1.0,11.05009427,2,0.0
19.0,4.383320855,3.931892481,1.721387161,8.834121727,305.9240171,97.87823318,1.959231834,0.157772512,0.0,5.415932269,1,8.200744927
20.0,2.58982436,1.836094657,4.536218469,5.83437327,45.91542325,99.84589663,0.0,0.972034535,0.0,-3.614530407,1,52.93987231
27.0,6.809888285,3.929841013,1.634440304,4.475018049,118.1198726,100.0,3.419928439,3.095351287,1.0,4.214035899,1,14.76675552
27.0,7.143476391,5.821163723,2.538148243,7.914378277,145.4645,100.0,1.230857605,1.896224446,1.0,5.331560036,1,42.28034332
24.0,5.274797658,4.433084981,6.481614488,6.240474784,230.2544226,97.53653487,0.742137792,7.252195535,0.0,6.360538227,1,57.45466903
16.0,9.563574006,5.513721982,0.0,4.382180992,62.17776458,81.42941471,2.815565155,4.648222386,1.0,5.699120306,2,0.322364842
35.0,1.267189795,2.036117338,3.369780489,7.754635294,110.1777739,97.05404476,0.0,2.399680437,0.0,0.887792917,0,56.7582615
38.0,16.0,8.986161159,7.357995538,4.51054986,434.5813427,100.0,2.969479332,8.763991063,1.0,8.589100037,2,23.06634543
25.0,4.885428185,2.984212664,7.437523403,6.24892752,280.0357045,97.75580906,0.464863106,8.313271458,0.0,6.866545404,1,71.58700584
38.0,7.041937589,1.550804045,6.84948789,4.545435581,166.1354009,100.0,3.74570714,5.624663057,1.0,5.210871908,1,64.36377066
16.0,9.430635232,7.119092441,5.506851318,6.720350881,232.2291345,95.18334936,2.7498237,7.418170918,1.0,9.335526144,2,14.9250333
20.0,9.116025017,7.9355413,7.115364422,9.230404354,50.61101529,98.39500608,1.420624161,4.554739987,1.0,3.490148229,2,83.51896363
21.0,2.233402687,1.604875372,6.828200465,5.075607038,67.40089757,100.0,3.211407968,9.574356718,0.0,2.709984217,0,69.07987171
34.0,8.491741538,5.987997754,7.53637972,8.676215631,214.5228117,100.0,0.40131265,8.639969745,1.0,5.174347361,2,54.51117651
31.0,11.00346138,5.266124041,0.315582797,7.705787803,315.3298838,82.60569565,0.191825725,4.0,1.0,11.6325374,2,7.695401969
15.0,8.040844453,6.121171527,0.402826724,7.706618048,159.9302459,84.52487023,1.621002805,2.650479236,1.0,7.57919488,2,2.505630149
37.0,7.163547219,3.844935959,5.703844956,5.989455813,56.5682347,99.69294113,2.315107656,6.479179817,1.0,4.321757727,1,45.22589207
15.0,7.481719735,4.45259572,4.955893011,4.264816145,260.509248,90.17283181,2.541680284,7.641663304,1.0,8.29710001,1,54.07362292
17.0,7.839298064,3.15274886,0.50729207,6.215527013,138.1684802,85.57388951,2.311289617,3.719180192,1.0,7.486008521,1,22.8216308
24.0,1.513478649,1.7284473,3.367590526,6.517502160499999,274.6872443,95.86275274,1.793874048,2.596137049,0.0,5.777814016,0,72.81779338
20.0,2.952704031,1.287442655,4.1412097370000005,3.556674399,17.49857772,98.90587474,2.226290994,4.0,0.0,5.462,0,90.22331687
23.0,8.363358543,6.984207625,6.490216772,8.076278393,0.0,100.0,1.197075244,9.995246864,1.0,4.037140427,2,23.12791972
38.0,16.0,8.432925532,7.562453206,4.454564808,444.9750427,85.23613808,4.547816138,9.839006503,1.0,11.28214234,2,17.92442802
37.0,6.689586578,5.147953525,1.288102981,7.427416209,64.45695467,98.33095456,2.062200792,3.289589832,1.0,2.989190913,1,20.45956003
28.0,18.3402205,7.057034136,5.598929998,5.8683375,325.2378337,82.16799622,2.935629537,10.35451347,1.0,10.87239868,2,36.179356595
26.0,6.076681995,1.46739758,5.465172994,8.035553321,141.9345099,98.81447104,0.312613205,9.292392002,1.0,2.892307918,1,78.13145016
29.0,8.436481251,3.728940994,7.289885348,7.859557262,263.762585,100.0,2.906739547,6.979039655,1.0,7.1502215,1,81.46179921
39.0,2.456135342,0.927017434,5.406206365,8.669407315,214.7954729,100.0,2.401573314,3.669866278,0.0,6.677720387,0,95.07465452
31.0,3.583980907,1.142680939,2.488670381,7.288070933,235.6498706,93.33880934,0.0,3.15401395,0.0,5.506191352,0,31.93647253
39.0,2.610309942,3.771381605,1.355975358,6.517502160499999,138.0512071,100.0,1.570628872,3.128374917,0.0,1.991621847,1,16.50089174
38.0,7.627754224,5.832204367,1.34514648,8.051846255,277.6091178,87.79654502,1.45062526,1.495790594,1.0,11.3592366,1,0.0
20.0,6.21487802,4.202299918,4.123410594,5.151667554,165.9822073,100.0,1.759896407,3.070143965,1.0,5.462,1,38.2965522
16.0,8.448522238,7.307846691,3.12883792,6.246239554,87.2477195,93.46663001,0.864212806,2.824675188,1.0,4.588474436,2,5.216387223
30.0,7.0,4.88833267,4.385685229,7.473907108,154.3190371,97.73462177,3.114754408,1.963233322,0.0,5.462,2,27.78944121
15.0,7.0,2.092584533,8.494928389,6.426619684,199.899218,100.0,1.6458529,4.965019153,0.0,2.824935272,1,36.179356595
35.0,2.40536398,2.720450411,4.965703668,5.161278124,170.4831182,96.23787141,2.380498398,9.547881265,0.0,4.488574049,0,38.34138751
29.0,3.346197507,1.285756961,5.537384273,7.973960724,281.1662332,100.0,0.78329059,5.877823902,0.0,4.773503586,1,88.79803952
20.0,9.095487281,3.771381605,5.938657684,8.894191134,256.7844345,99.27244969,1.748649649,7.302503537,1.0,5.339134638,1,42.06937756
27.0,8.124017482,3.771381605,0.256235279,6.231782367,88.07229201,100.0,0.921652973,1.677088124,1.0,4.785661819,1,7.455439284
32.0,10.76386333,7.940053061,4.1412097370000005,6.41981727,99.79087215,97.03289715,0.0,4.527890707,1.0,5.462,2,26.25016852
24.0,2.564231581,1.421396686,5.500660601,6.320203152,165.9822073,100.0,2.445458123,4.999146951,0.0,-0.31191712,0,34.17660025
35.0,7.0,4.905266825,6.957773121,4.512867298,221.9763875,100.0,3.832702764,6.885097932,1.0,5.307935067,1,76.65651816
20.0,7.0,2.298409852,2.53286164,9.671893574,165.9822073,97.08442939,2.491532258,3.218295497,0.0,5.462,1,27.90041947
27.0,4.560854092,3.015789683,2.014709169,6.517502160499999,120.3333771,100.0,2.261873163,0.596446223,0.0,4.687386602,1,52.51643669
32.0,1.586684128,1.045506214,5.810478729,5.962774881,165.9822073,100.0,1.902673287,4.135800167,0.0,5.462,0,85.20550673
18.0,2.135221292,0.75377983,5.024221862,5.626776507,142.8180669,99.10977782,3.109385979,6.139695826,0.0,2.559693393,0,78.54913124
35.0,8.135679425,3.825953218,5.386508183,5.414644604,165.9822073,100.0,0.0,9.003717874,1.0,6.795859863,1,54.50700315
20.0,2.910660901,1.850507568,0.356317323,9.663102987,321.9263492,98.71093498,2.56897059,4.208950931,0.0,10.17591198,1,15.95983554
27.0,6.066999764,5.00896711,6.466881317,4.713635575,157.5772609,99.65111589,1.904758879,4.976940599,1.0,3.932955796,1,36.179356595
15.0,7.0,4.944897353,4.1412097370000005,5.82061919,82.92655141,89.46053741,0.89497815,2.386259042,0.0,5.462,2,10.8942124
35.0,2.469401404,1.674778974,5.115955792,9.320909209,160.8532265,100.0,0.838214374,7.192378682,0.0,6.64297359,0,36.179356595
38.0,4.741342949,1.539003499,4.017341114,6.920387689,83.66255953,100.0,1.906229702,4.0,0.0,0.701085498,0,62.76144651
39.0,8.007694994,2.584987987,2.72234634,5.36602632,270.4072291,100.0,0.91396291,2.985984847,1.0,10.19065667,1,33.85122977
36.0,9.229722436,3.812653149,8.223449491,4.147784712,140.0672574,98.09138188,2.603813951,7.58807682,1.0,5.076952411,1,52.7437317
37.0,4.014324236,2.383778492,3.408173303,6.261523628,145.3306078,97.95401313,2.375462211,3.326121878,0.0,2.88960717,1,6.923653355
31.0,7.92884666,4.922093917,4.1412097370000005,5.707207249,140.6159414,100.0,2.442253689,0.465068305,1.0,5.462,1,6.442196431
15.0,1.802525569,1.929923223,2.654220973,6.067170558,152.7003866,100.0,1.816508654,0.946914516,0.0,5.87570824,1,21.63229834
29.0,4.677921768,3.771381605,4.436238689,5.148499447,234.9963874,100.0,3.811470689,0.746792072,0.0,6.638629422,1,47.53488241
33.0,11.8117233,4.567002238,7.892821576,6.235790242,243.5785806,100.0,1.369587042,8.43024845,1.0,9.611816814,1,36.179356595
28.0,7.225904586,2.271821473,1.82058828,4.1535686,236.2043197,99.66592241,2.152617401,5.257613355,1.0,9.570408752,1,0.0
26.0,5.755559302,2.085620712,1.965869697,4.244886666,93.57443518,100.0,4.826751637,1.094036138,0.0,4.84331555,1,43.81197055
27.0,4.129350892,2.78722403,2.398786933,5.309346099,111.2652391,98.91787864,0.827170279,0.907115317,0.0,1.448365991,1,39.09983806
25.0,4.045587313,3.122866519,6.175814082,7.114683967,175.2035568,100.0,0.640510527,9.250953333,0.0,0.530687471,0,71.55967588
19.0,3.181278759,3.03955933,5.012499489,8.432646751,44.59481384,100.0,3.19471506,1.006256016,0.0,4.058072221,1,67.49187326
26.0,2.145503949,1.536547053,4.1581683,6.517502160499999,194.2277074,96.7453653,0.0,1.918106982,0.0,4.125885194,0,71.70497993
32.0,11.77024001,3.771381605,4.894713059,7.8845833,280.8002447,86.12174566,0.390436181,5.304785207,1.0,10.19123797,2,0.0
35.0,9.735290395,5.120373762,5.723664693,5.051305471,245.1289783,92.71606952,3.182892214,7.788506789,1.0,11.66228333,2,30.25044039
19.0,10.47469762,4.531160131,5.910119676,6.517502160499999,0.0,99.41789495,0.354239336,3.92131735,1.0,1.335595288,2,59.31471999
33.0,2.921386164,2.150354469,5.545951915,5.643190498,113.9595425,94.68121253,4.20024989,10.1835007,0.0,-2.970873941,1,64.30178322
35.0,8.526356203,3.180717928,2.445019614,4.055135835,167.7422664,82.57951727,3.845521525,2.824883399,1.0,3.261404692,1,36.179356595
32.0,6.910864567,2.751697238,6.048812912,5.318627826,69.2874305,98.90659834,2.620795276,7.715729555,1.0,1.964747425,1,67.47358029
15.0,7.0,6.75282832,5.604604871,6.214644243,231.8455878,95.60622547,1.491562964,6.468849918,0.0,5.462,2,47.32105832
22.0,4.052298789,2.110207249,2.770296236,7.038405263,24.62784793,98.96872954,1.348329526,4.01489168,0.0,4.470904097,0,41.60093657
22.0,10.83258586,4.020868008,4.889294271,4.30026336,142.8439882,100.0,2.466078717,5.356254582,1.0,8.492818144,1,43.86168666
17.0,6.245960676,3.771381605,6.697460577,6.517502160499999,291.7458151,98.25713103,4.609236203,4.860201437,1.0,1.825123122,1,59.96580363
16.0,7.0,4.797194847,6.186667064,6.517502160499999,195.0740486,100.0,5.082001909,8.248997776,1.0,11.80460647,1,60.13279577
18.0,9.302598003,6.053754655,2.736810305,6.842760062,232.1996837,86.96014413,1.119096162,3.627294678,1.0,7.653180585,2,19.39460667
27.0,11.56840338,8.630114025,5.356004439,5.108982186,159.2326598,85.90630185,2.0,6.220729492,1.0,9.8176617,2,0.0
23.0,7.0,3.83156757,5.619192295,4.335122925,107.219921,100.0,1.70463438,3.03253982,0.0,5.462,1,70.15696514
16.0,7.195239726,4.508245676,5.836945028,6.337324767,170.3242951,95.73119723,0.599311908,6.260177174,1.0,5.263715191,1,60.72263545
23.0,8.189275558,6.077091112,4.246579696,6.517502160499999,298.6324373,91.86434111,1.453683896,2.083192675,1.0,8.319210312,2,34.48167337
26.0,6.113280725,2.104805673,0.586152785,6.389688821,447.6506332,95.2984892,2.0,0.288921178,0.0,4.449790014,1,2.596703704
38.0,8.428237579,2.89141367,1.224382622,6.8516489,298.2842482,100.0,0.247149928,4.0,1.0,7.236759522,1,29.0959024
28.0,5.029088037,3.14016576,2.021078128,9.74695111,259.7811089,100.0,2.158262791,2.858873138,0.0,6.771367873,1,44.59399196
19.0,9.472009332,4.626128792,6.672095734,7.192981144,138.0493865,99.85086462,0.130097147,4.624418263,1.0,-0.470708447,1,96.34774666
26.0,7.0,10.24615767,0.558566339,5.617950223,322.303633,47.00515539,5.366710871,1.320066707,0.0,5.462,2,2.394704684
20.0,2.609366714,1.56041326,4.837184208,5.073678367,274.3391699,100.0,2.32387511,4.656408854,0.0,5.53421132,1,67.3987994
31.0,7.0,0.839017331,0.852801449,4.490052036,165.9822073,100.0,2.268453444,1.844151555,0.0,5.462,1,15.92662656
19.0,8.271719561,2.578565938,0.581161332,6.399172995,285.01039,84.15326752,0.188241912,2.703545402,1.0,8.790489882,1,17.42060359
25.0,5.29559043,4.83621108,2.193104741,6.758900572,147.5394324,96.32320959,0.409551237,1.694152434,0.0,3.759613638,1,17.21936862
34.0,3.256921826,3.455129229,5.996563603,5.832065358,197.7387177,99.82301441,2.480993327,4.361452466,0.0,4.966004607,1,96.00267666
29.0,12.30855141,5.773670473,3.328846686,4.633021654,133.5405228,95.15079531,2.918485997,0.212590038,1.0,7.307870586,1,5.425631001
17.0,6.881081636,3.071235876,3.050450893,4.928441412,123.0990791,100.0,2.0,3.679820199,1.0,5.462,1,13.42758549
33.0,7.26603935,3.083682599,2.115788174,6.517502160499999,211.1718344,98.84831598,0.246773914,4.0,1.0,5.462,1,13.11794462
27.0,10.42686494,4.270208079,4.669909462,6.517502160499999,159.685842,100.0,2.859935907,10.19086139,1.0,9.204477223,1,39.67179799
34.0,5.50522599,3.415712258,3.498631267,6.967194028,29.37345625,100.0,0.286193854,6.075871977,0.0,5.019330663,1,43.28149346
19.0,3.933389589,2.896480888,0.977413697,5.959602466,165.9822073,100.0,0.445175749,3.141067021,0.0,6.342183484,1,0.0
29.0,6.445699118,5.434287361,3.590506522,5.995790787,85.03366194,97.56644622,1.858888401,3.469179958,1.0,2.74827044,1,29.59184469
39.0,4.856236985,2.79975144,0.834350312,7.230226394,69.55237141,100.0,0.129071565,4.121461618,0.0,5.848614221,0,36.179356595
35.0,10.0161258,7.14914035,7.250641676,5.484377084,83.76122733,99.55781328,3.709944205,9.510754439,1.0,5.903296088,2,37.77465836
35.0,5.758816342,4.744568127,4.722079847,5.675435764,63.61202925,100.0,2.919782635,0.0,0.0,1.499568976,1,43.41658276
26.0,2.419720994,0.922516511,5.275614016,3.795267217,80.8793526,100.0,4.610492191,4.734526205,0.0,0.262937906,1,42.32133246
35.0,6.579959368,4.503216948,6.116693637,6.191461775,59.36039659,96.31321261,0.833414244,7.172929792,1.0,5.462,1,69.8962795
29.0,7.0,0.808153405,4.535729859,5.603159115,73.83503636,99.40852398,0.237574647,2.205797196,0.0,5.462,0,50.00654564
21.0,2.79835585,1.035417801,6.130123032,7.563791044,323.2280298,100.0,0.693206569,4.978248657,0.0,5.462,0,64.68348262
35.0,10.33557052,3.771381605,4.735862389,3.833040796,139.624332,100.0,1.046927305,5.178200652,1.0,6.528215076,2,29.55727882
20.0,5.796083229,2.957144236,4.648177592,5.527881896,98.19327026,99.82112378,5.102994555,2.262501599,0.0,3.149151258,1,46.94282893
16.0,9.767588087,6.933437587,4.098859939,7.43142587,204.8245351,100.0,2.522467712,9.536745445,1.0,7.043931486,2,13.3940313
29.0,11.43875379,8.308766575,5.31744398,7.607907946,126.1282446,85.98500693,2.0,7.01529215,1.0,4.318869611,2,36.29323482
34.0,7.383345452,4.793543595,7.101938153,6.532860984,213.3164813,99.36780047,0.961279143,7.353340984,1.0,7.417870539,1,61.248339
38.0,5.50387155,2.237794479,4.050013061,7.032350601,256.5859256,97.16597647,1.829924557,0.0,0.0,4.633829111,1,36.179356595
27.0,4.803493073,2.57940043,3.424790135,5.696625479,128.7155487,100.0,2.546436633,1.55004826,0.0,4.08387109,1,27.28172793
22.0,7.495830563,4.339431911,1.063755402,5.785174512,167.1103769,83.44216616,0.62176639,2.034273815,1.0,5.953291262,1,14.85193507
34.0,5.27297249,3.911900146,6.955517479,4.473841862,147.8851214,100.0,3.608032105,5.340375703,0.0,5.040210056,1,17.20552198
18.0,11.30018814,7.983841286,3.957074695,8.431012647,222.7163742,89.31965364,0.161670966,5.399310117,1.0,8.233289078,1,18.8894874
